Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
61034109-f96f-5807-d1f3-f5ecd1b975fb,2003-03-22,,999-39-4603,S99977297,,Ms.,Yasmine182,Gottlieb798,,,,white,nonhispanic,F,Scituate  Massachusetts  US,198 Carter Fort Suite 0,Amherst,Massachusetts,Hampshire County,,00000,42.358467865912125,-72.50457355248793,25905.14,77662.27,396930
19c620ae-e7b4-c019-5a33-73e60dc84ebe,1955-08-06,,999-60-3017,S99946131,X7993526X,Ms.,Romaine793,Jakubowski832,,,S,white,nonhispanic,F,Millbury  Massachusetts  US,847 Crooks Gardens Suite 8,Middleborough,Massachusetts,Plymouth County,,00000,41.90541302613131,-70.8867903513071,71176.45,764582.50,110162
4e788b92-b94f-90a3-b600-81cc2382b5db,1978-08-25,,999-83-1105,S99952677,X23238160X,Mrs.,Chassidy418,Stark857,,Maggio310,M,white,nonhispanic,F,Boston  Massachusetts  US,860 Kub Underpass,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.23617051702213,-71.5263096173369,46829.45,792867.25,631682
5ca437fa-dbd9-a878-c27a-73238a16ab60,1983-11-01,,999-98-5483,S99943332,X30138636X,Mr.,Colby655,Gleason633,,,M,white,nonhispanic,M,Concord  Massachusetts  US,797 Yost Ferry Unit 37,North Andover,Massachusetts,Essex County,,00000,42.632497367233036,-71.04810700660268,48684.85,2113.92,42985
fe2cecf1-2628-76b1-feda-058bb0984242,1961-07-17,,999-78-7722,S99983697,X46749261X,Mr.,Arnold338,Schiller186,,,D,asian,nonhispanic,M,Chicopee  Massachusetts  US,437 King Ville,Worcester,Massachusetts,Worcester County,25027,01605,42.23690278820887,-71.72559162530288,8672.19,63945.12,7581
0b8cdd7f-6469-3cef-92ab-5f1d3b0c71d7,1999-10-05,,999-71-2575,S99949701,X21573854X,Mr.,Graham902,Shanahan202,,,,black,nonhispanic,M,Gloucester  Massachusetts  US,228 Lemke Common,Chelsea,Massachusetts,Suffolk County,25025,02150,42.35241068472101,-70.98403767071834,27608.60,7685.24,290159
13ef8e81-8a97-00f0-c072-44b09f51d750,2020-01-27,,999-28-8885,,,,Tessie155,Dicki44,,,,black,nonhispanic,F,Wellesley  Massachusetts  US,978 Kovacek Wall Apt 9,Boston,Massachusetts,Suffolk County,25025,02129,42.32612282294702,-71.14878206845387,4013.60,3204.31,27529
0274f02f-1dbe-3d43-c562-f2cbba95fbbc,1958-08-22,,999-17-8235,S99949253,X68090635X,Mrs.,Nu535,Gerlach374,,Nicolas769,M,white,nonhispanic,F,Taunton  Massachusetts  US,739 Schaden Avenue,Yarmouth,Massachusetts,Barnstable County,,00000,41.696654785431036,-70.17864905478012,513555.37,113284.70,35680
cc45ab39-9b37-e040-9ce2-34d237cfd089,2015-05-21,,999-10-7737,,,,Gabriela205,Aufderhar910,,,,white,nonhispanic,F,Wareham  Massachusetts  US,381 Stamm Dam Unit 26,Woburn,Massachusetts,Middlesex County,25017,01890,42.43159826913754,-71.18155137522977,9240.82,16966.17,103686
004a55ac-69a4-2456-5318-acb343c20cdb,2017-03-20,,999-41-2460,,,,Leonila462,Murphy561,,,,white,nonhispanic,F,Westfield  Massachusetts  US,138 Renner Promenade Apt 64,Burlington,Massachusetts,Middlesex County,25017,01803,42.52798855607759,-71.32652632256747,6880.84,2569.41,193378
7b0d4c4f-7838-6bc0-4b88-0a42d9f7368f,2004-10-17,,999-36-2682,S99911070,,Mr.,Elliott563,McDermott739,,,,white,nonhispanic,M,Boston  Massachusetts  US,440 Davis Neck,Stoughton,Massachusetts,Norfolk County,,00000,42.08971516269352,-71.10508964217173,21854.91,15460.68,187319
0c8d9444-1cc1-310e-bf96-fd5cca5e50c7,1965-09-03,,999-89-9106,S99985689,X10726310X,Mrs.,Lida218,Wilderman619,,Kiehn525,M,white,nonhispanic,F,Pembroke  Massachusetts  US,276 Carroll Trafficway,Springfield,Massachusetts,Hampden County,25013,01105,42.129861535664055,-72.58438535318493,73437.63,1003432.66,138328
c9118d21-0f2f-7180-1606-bcafeb9cb47e,1998-08-14,,999-71-7518,S99980667,X61925930X,Mr.,Calvin845,Schulist381,,,,white,nonhispanic,M,Taunton  Massachusetts  US,662 Harvey Fort,West Yarmouth,Massachusetts,Barnstable County,25001,02673,41.61080567942664,-70.21505573095426,19689.29,15717.29,53630
30a9d604-0b07-5ffa-a4e5-94c23f5eb2a5,2008-03-20,,999-65-9071,,,,Shin962,Skiles927,,,,white,nonhispanic,F,Quincy  Massachusetts  US,500 Hagenes Mill,Dracut,Massachusetts,Middlesex County,,00000,42.715618916317325,-71.33147612021439,16686.32,62425.55,106945
8eac8145-f0b2-fbed-59a7-8d45312f3f0d,1986-08-12,,999-79-9395,S99953465,X38657331X,Ms.,Maye976,Douglas31,,,S,white,nonhispanic,F,Boston  Massachusetts  US,582 Kling Pathway Unit 42,Chelmsford,Massachusetts,Middlesex County,,00000,42.57342346625882,-71.38672739424004,56069.96,734136.06,980692
8457b8a1-7b1b-b627-7410-652445e1f30d,2003-10-30,,999-76-5251,S99918732,,Mr.,Reggie481,Altenwerth646,,,,asian,nonhispanic,M,Hyderabad  Andhra Pradesh  IN,213 Pollich Viaduct,Framingham,Massachusetts,Middlesex County,25017,01701,42.29328420765969,-71.4003414273262,6688.29,747168.83,14283
1f0c9b66-8d05-5480-9069-c35872f9e47f,1983-10-23,,999-30-2041,S99987605,X27881754X,Mr.,Jc393,Bradtke547,,,M,white,nonhispanic,M,North Adams  Massachusetts  US,262 Hills Trafficway Apt 37,Boston,Massachusetts,Suffolk County,25025,02115,42.32401095557885,-71.19196312415261,58180.54,9291.75,48574
d3f74b81-0b36-d58c-f0ab-6981cfb48af8,1952-10-08,,999-11-9506,S99919650,X24650195X,Mr.,Desmond566,Donnelly343,,,S,white,nonhispanic,M,Shrewsbury  Massachusetts  US,713 Luettgen Hollow,Danvers,Massachusetts,Essex County,25009,01937,42.60692982223219,-70.94283588396057,109201.42,176579.90,25206
